area_type,availability,location,society,total_sqft,bath,balcony,price,Month_of_Availability
Plot  Area,Ready To Move,Sector 2 HSR Layout,In society,600.0,9,2,90.0,0
Super built-up  Area,Ready To Move,Bhoganhalli,In society,1760.0,3,2,128.0,0
Plot  Area,Ready To Move,Nandi Hills,Not in society,3200.0,4,2,200.0,0
Plot  Area,Not Ready To Move,HAL 2nd Stage,Not in society,600.0,3,2,145.0,12
Built-up  Area,Ready To Move,TC Palaya,Not in society,1350.0,3,1,60.0,0
Plot  Area,Ready To Move,Giri Nagar,Not in society,600.0,6,3,100.0,0
Built-up  Area,Not Ready To Move,Huskur,Not in society,1125.0,2,1,32.49,12
Super built-up  Area,Ready To Move,Frazer Town,Not in society,1706.0,3,3,154.0,0
Super built-up  Area,Ready To Move,BTM Layout,In society,1600.0,3,2,112.0,0
Super built-up  Area,Ready To Move,Ramesh Nagar,Not in society,1200.0,2,0,90.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1755.0,3,3,101.0,0
Super built-up  Area,Ready To Move,Hulimavu,In society,1200.0,2,1,50.0,0
Super built-up  Area,Ready To Move,BEML Layout,Not in society,1200.0,2,2,67.0,0
Super built-up  Area,Ready To Move,Chokkanahalli,In society,666.5,2,0,69.0,0
Super built-up  Area,Ready To Move,Kariyammana Agrahara,Not in society,1800.0,3,2,90.0,0
Plot  Area,Ready To Move,Sector 7 HSR Layout,Not in society,1200.0,4,1,275.0,0
Super built-up  Area,Not Ready To Move,2nd Phase Judicial Layout,Not in society,1300.0,3,2,64.0,12
Plot  Area,Ready To Move,Nirman Layout,Not in society,800.0,3,3,60.0,0
Plot  Area,Ready To Move,Whitefield,In society,4800.0,5,2,550.0,0
Super built-up  Area,Not Ready To Move,Mysore Road,In society,1029.5,2,0,50.855,5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1128.0,2,2,40.0,0
Plot  Area,Ready To Move,NS Palya,Not in society,2000.0,2,1,160.0,0
Super built-up  Area,Not Ready To Move,Panathur,Not in society,1210.0,2,1,80.0,3
Super built-up  Area,Not Ready To Move,Arekere,In society,2710.0,6,2,142.0,7
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1151.0,2,2,39.0,0
Super built-up  Area,Not Ready To Move,Rajaji Nagar,Not in society,7500.0,8,3,1700.0,1
Super built-up  Area,Ready To Move,Electronic City,In society,1017.0,2,2,27.0,0
Built-up  Area,Ready To Move,Sarjapur  Road,In society,920.0,2,1,40.0,0
Plot  Area,Ready To Move,HRBR Layout,Not in society,1200.0,3,1,180.0,0
Plot  Area,Ready To Move,Nyanappana Halli,Not in society,1000.0,5,2,140.0,0
Super built-up  Area,Ready To Move,Munnekollal,In society,1750.0,3,3,86.5,0
Built-up  Area,Ready To Move,Dasanapura,In society,1163.0,2,1,65.0,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,In society,1650.0,3,3,110.0,0
Super built-up  Area,Ready To Move,Kundalahalli Colony,In society,1800.0,3,3,95.0,0
Super built-up  Area,Ready To Move,CV Raman Nagar,In society,1100.0,2,1,58.0,0
Built-up  Area,Ready To Move,R.T. Nagar,Not in society,1200.0,2,2,60.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1375.0,2,1,54.99,0
Super built-up  Area,Ready To Move,Ardendale,In society,1650.0,3,3,82.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1430.0,2,2,51.48,0
Built-up  Area,Ready To Move,Electronic City,In society,940.0,2,1,54.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,435.0,1,1,21.0,0
Super built-up  Area,Ready To Move,Begur Road,In society,1160.0,2,2,36.54,0
Super built-up  Area,Not Ready To Move,Electronic City,In society,1500.0,2,1,77.5,3
Super built-up  Area,Ready To Move,Koramangala,In society,1890.0,2,1,100.0,0
Built-up  Area,Ready To Move,Doopanahalli,Not in society,1050.0,2,1,70.0,0
Plot  Area,Ready To Move,Singasandra,Not in society,1200.0,6,3,220.0,0
Super built-up  Area,Ready To Move,Haralur Road,Not in society,1027.0,2,2,43.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1495.0,2,2,61.28,12
Plot  Area,Ready To Move,Seegehalli,In society,3000.0,4,2,235.0,0
Super built-up  Area,Ready To Move,Tumkur Road,In society,1459.0,2,1,95.0,0
Super built-up  Area,Not Ready To Move,Yelahanka,In society,1711.0,3,3,85.61,3
Super built-up  Area,Not Ready To Move,Hoodi,In society,1250.0,2,2,98.0,6
Plot  Area,Ready To Move,Anandapura,Not in society,875.0,2,1,57.0,0
Built-up  Area,Not Ready To Move,Ramamurthy Nagar,Not in society,1334.0,2,1,67.0,2
Built-up  Area,Not Ready To Move,Huskur,Not in society,1140.0,2,1,32.92,12
Plot  Area,Ready To Move,Amruthahalli,Not in society,1200.0,5,2,200.0,0
Super built-up  Area,Not Ready To Move,Rajaji Nagar,In society,1776.0,3,1,190.0,8
Super built-up  Area,Ready To Move,Thigalarapalya,In society,2072.0,4,2,160.0,0
Plot  Area,Ready To Move,Kundalahalli,In society,1600.0,3,2,170.0,0
Plot  Area,Ready To Move,Lakshmi Layout,Not in society,1200.0,4,2,115.0,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,In society,920.0,2,3,39.0,0
Super built-up  Area,Not Ready To Move,Chandapura,In society,778.0,2,0,25.29,2
Plot  Area,Ready To Move,Nagasandra,Not in society,1310.0,3,3,95.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1631.0,3,2,80.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,525.0,1,1,27.5,12
Built-up  Area,Ready To Move,Jalahalli,In society,1395.0,3,3,82.0,0
Super built-up  Area,Ready To Move,Devi Nagar,In society,2000.0,3,2,105.0,0
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1232.0,2,1,66.0,7
Super built-up  Area,Ready To Move,Virupakshapura,Not in society,1075.0,2,1,55.0,0
Super built-up  Area,Ready To Move,Gubbalala,In society,1205.0,2,2,70.0,0
Plot  Area,Ready To Move,Muthyala Nagar,Not in society,1200.0,4,2,165.0,0
Super built-up  Area,Ready To Move,Rayasandra,In society,1179.0,2,1,55.0,0
Super built-up  Area,Ready To Move,Kodigehaali,In society,1013.0,2,1,51.0,0
Super built-up  Area,Ready To Move,Uttarahalli,In society,1160.0,2,2,40.6,0
Plot  Area,Ready To Move,Thyagaraja Nagar,Not in society,1500.0,6,2,290.0,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,In society,1200.0,2,2,62.5,0
Plot  Area,Ready To Move,Nrupathunga Nagar,Not in society,1200.0,5,0,80.0,0
Super built-up  Area,Ready To Move,Uttarahalli,Not in society,1255.0,2,3,50.19,0
Built-up  Area,Ready To Move,Richmond Town,Not in society,1100.0,2,1,145.0,0
Built-up  Area,Ready To Move,Samethanahalli,In society,1069.0,2,1,55.0,0
Plot  Area,Ready To Move,Kyalasanahalli,In society,1200.0,3,2,99.0,0
Super built-up  Area,Ready To Move,Kudlu Gate,Not in society,1400.0,1,1,285.0,0
Super built-up  Area,Ready To Move,Marathahalli,In society,1065.0,2,2,55.0,0
Built-up  Area,Ready To Move,Lakshminarayana Pura,In society,1395.0,2,0,75.0,0
Built-up  Area,Ready To Move,Hebbal Kempapura,In society,1725.0,2,1,165.0,0
Built-up  Area,Ready To Move,Coconut Grove Layout,In society,1007.0,2,2,43.0,0
Built-up  Area,Ready To Move,Kengeri,Not in society,1436.0,2,2,55.0,0
Super built-up  Area,Ready To Move,Amrita Nagar,Not in society,4250.0,6,3,150.0,0
Plot  Area,Ready To Move,Kengeri,Not in society,1200.0,2,0,58.0,0
Super built-up  Area,Not Ready To Move,Mysore Road,In society,940.0,2,1,43.61,4
Built-up  Area,Ready To Move,KR Puram,Not in society,4300.0,6,2,175.0,0
Super built-up  Area,Not Ready To Move,Hebbal,In society,2850.0,5,3,343.0,12
Built-up  Area,Ready To Move,Indira Nagar,Not in society,1740.0,3,2,191.0,0
Super built-up  Area,Not Ready To Move,Haralur Road,Not in society,1194.0,2,2,47.0,5
Super built-up  Area,Ready To Move,Sadashiva Nagar,Not in society,3761.0,3,2,650.0,0
Super built-up  Area,Ready To Move,Dodda Nekkundi,Not in society,1829.0,3,2,125.0,0
Plot  Area,Ready To Move,Whitefield,Not in society,1800.0,4,3,178.0,0
Super built-up  Area,Ready To Move,Austin Town,Not in society,1000.0,2,1,60.0,0
Built-up  Area,Ready To Move,Venkatapura,Not in society,5720.0,3,0,350.0,0
Plot  Area,Ready To Move,Vignana Nagar,Not in society,800.0,4,2,98.0,0
Super built-up  Area,Ready To Move,Kadabagere,In society,675.0,1,1,15.0,0
Super built-up  Area,Ready To Move,Hebbal,In society,1390.0,2,2,95.0,0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,In society,1500.0,3,2,104.0,0
Super built-up  Area,Not Ready To Move,Vijayanagar,In society,2047.0,3,2,136.0,6
Super built-up  Area,Ready To Move,Jakkur,In society,1202.0,2,1,79.0,0
Super built-up  Area,Ready To Move,Kodbisanhalli,In society,1012.0,2,1,59.0,0
Super built-up  Area,Ready To Move,Gunjur,In society,2132.0,3,3,80.0,0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,Not in society,1350.0,4,3,340.0,0
Super built-up  Area,Ready To Move,Whitefield,Not in society,605.0,1,1,40.0,0
Super built-up  Area,Ready To Move,Harlur,In society,1331.0,2,1,88.0,0
Plot  Area,Not Ready To Move,Margondanahalli,Not in society,1200.0,2,0,69.0,5
Built-up  Area,Ready To Move,Kumara Park,Not in society,1150.0,2,0,250.0,0
Plot  Area,Ready To Move,Sahakara Nagar,Not in society,1200.0,2,1,136.0,0
Built-up  Area,Ready To Move,Anand Nagar,In society,1800.0,2,0,300.0,0
Plot  Area,Ready To Move,Kammanahalli,Not in society,600.0,2,1,50.0,0
Super built-up  Area,Ready To Move,Akshaya Vana,In society,1280.0,2,2,49.0,0
Super built-up  Area,Ready To Move,Balagere,In society,1007.0,2,1,62.0,0
Super built-up  Area,Not Ready To Move,Thanisandra,In society,1370.0,2,1,61.0,5
Super built-up  Area,Ready To Move,Kalkere,In society,925.0,2,2,35.0,0
Super built-up  Area,Ready To Move,TC Palaya,Not in society,1500.0,2,0,75.0,0
Built-up  Area,Ready To Move,Attibele,In society,450.0,1,1,12.5,0
Built-up  Area,Ready To Move,Peenya,Not in society,1200.0,4,1,140.0,0
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1341.0,2,1,95.0,3
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,Not in society,1350.0,2,2,47.25,0
Super built-up  Area,Ready To Move,Tumkur Road,In society,992.0,2,1,60.0,0
Super built-up  Area,Ready To Move,Uttarahalli,In society,1163.0,2,2,68.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1229.0,2,2,70.0,0
Plot  Area,Ready To Move,Gowdanapalya,Not in society,600.0,2,2,39.0,0
Super built-up  Area,Ready To Move,Electronic City Phase II,In society,1219.0,2,1,61.26,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1525.0,2,2,99.13,0
Super built-up  Area,Not Ready To Move,Kasavanhalli,In society,1147.0,2,1,60.0,6
Super built-up  Area,Ready To Move,Akshaya Nagar,In society,1412.0,2,3,88.0,0
Plot  Area,Ready To Move,Munnekollal,Not in society,1200.0,9,3,215.0,0
Super built-up  Area,Not Ready To Move,Sarjapur  Road,Not in society,1044.0,2,1,34.77,6
Super built-up  Area,Ready To Move,Nagarbhavi,In society,1190.0,2,2,63.0,0
Super built-up  Area,Ready To Move,Nagadevanahalli,Not in society,1240.0,2,2,65.0,0
Super built-up  Area,Ready To Move,Jigani,In society,1352.0,3,1,65.0,0
Built-up  Area,Ready To Move,Ashwathnagar,Not in society,1100.0,2,2,55.0,0
Super built-up  Area,Ready To Move,Uttarahalli,In society,1330.0,2,2,39.9,0
Super built-up  Area,Not Ready To Move,RR Layout,Not in society,1700.0,3,2,111.0,11
Super built-up  Area,Not Ready To Move,Electronic City,In society,1355.0,2,1,67.0,4
Super built-up  Area,Not Ready To Move,Ramamurthy Nagar,In society,1200.0,2,1,46.0,11
Super built-up  Area,Ready To Move,Kengeri,Not in society,400.0,2,1,25.0,0
Built-up  Area,Ready To Move,Sarjapur  Road,In society,1342.0,2,2,70.0,0
Super built-up  Area,Ready To Move,Begur Road,In society,1615.0,3,2,50.87,0
Super built-up  Area,Ready To Move,Vinayaka Nagar,Not in society,1340.0,2,1,65.0,0
Built-up  Area,Ready To Move,Yeshwanthpur,Not in society,400.0,1,0,55.0,0
Super built-up  Area,Ready To Move,Devanahalli,In society,1080.0,2,1,52.0,0
Super built-up  Area,Ready To Move,Gollahalli,In society,1600.0,2,1,31.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1200.0,2,0,34.0,0
Plot  Area,Not Ready To Move,Hennur Road,Not in society,2700.0,3,2,150.0,4
Built-up  Area,Ready To Move,Billapura,Not in society,1780.0,3,0,110.0,0
Built-up  Area,Ready To Move,Amruthahalli,In society,1605.0,3,2,65.0,0
Super built-up  Area,Not Ready To Move,Ulsoor,Not in society,7200.0,5,2,1584.0,9
Plot  Area,Ready To Move,Doddabommasandra,Not in society,646.0,2,1,65.0,0
Super built-up  Area,Ready To Move,Kammanahalli,In society,1200.0,2,2,80.0,0
Plot  Area,Ready To Move,Margondanahalli,Not in society,900.0,2,0,49.0,0
Built-up  Area,Not Ready To Move,Sarjapur,Not in society,1830.0,3,1,88.0,12
Plot  Area,Ready To Move,Vishwapriya Layout,Not in society,690.0,4,1,83.0,0
Built-up  Area,Ready To Move,Srirampuram,Not in society,650.0,1,3,500.0,0
Plot  Area,Ready To Move,MS Pallya,Not in society,1800.0,4,1,68.0,0
Built-up  Area,Ready To Move,Chandapura,Not in society,715.0,2,0,32.0,0
Super built-up  Area,Not Ready To Move,Chandapura,In society,1230.0,2,2,31.37,9
Super built-up  Area,Ready To Move,Uttarahalli,Not in society,1065.0,2,1,42.59,0
Plot  Area,Ready To Move,2nd Phase JP Nagar,Not in society,1350.0,8,2,185.0,0
Plot  Area,Ready To Move,Srinagar,Not in society,1080.0,3,2,149.0,0
Built-up  Area,Ready To Move,KHB Colony Extension,Not in society,900.0,2,0,65.0,0
Super built-up  Area,Ready To Move,Devasthanagalu,In society,946.0,2,2,45.0,0
Super built-up  Area,Ready To Move,Laggere,Not in society,1500.0,1,0,60.0,0
Super built-up  Area,Not Ready To Move,Sarjapur  Road,In society,1711.0,3,1,110.0,5
Plot  Area,Ready To Move,Attur Layout,Not in society,1200.0,3,2,160.0,0
Super built-up  Area,Not Ready To Move,Chandapura,In society,950.0,2,1,25.65,8
Super built-up  Area,Ready To Move,Kudlu Gate,In society,1656.0,3,2,80.0,0
Super built-up  Area,Ready To Move,Uttarahalli,In society,1075.0,2,1,46.76,0
Super built-up  Area,Ready To Move,Harlur,Not in society,882.0,3,2,133.0,0
Plot  Area,Ready To Move,Hebbal,Not in society,6000.0,8,0,220.0,0
Super built-up  Area,Ready To Move,Kaverappa Layout,Not in society,1540.0,3,3,85.0,0
Plot  Area,Ready To Move,6th Phase JP Nagar,Not in society,600.0,4,3,125.0,0
Super built-up  Area,Ready To Move,LB Shastri Nagar,In society,665.0,1,2,32.0,0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,Not in society,1665.0,3,2,110.0,0
Super built-up  Area,Not Ready To Move,Electronics City Phase 1,In society,1145.0,2,1,54.0,3
Super built-up  Area,Not Ready To Move,Whitefield,In society,1185.0,2,2,41.0,8
Plot  Area,Ready To Move,2nd Phase JP Nagar,Not in society,1200.0,3,1,190.0,0
Built-up  Area,Ready To Move,Marathahalli,In society,1693.0,3,2,125.0,0
Super built-up  Area,Ready To Move,Dollars Layout,In society,2456.0,3,3,220.0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,In society,2559.0,3,2,403.0,0
Super built-up  Area,Ready To Move,Uttarahalli,In society,1155.0,2,1,40.6,0
Super built-up  Area,Not Ready To Move,Divya Unnathi Layout,Not in society,1610.0,2,2,64.4,10
Plot  Area,Not Ready To Move,Whitefield,Not in society,1200.0,3,2,56.58,11
Plot  Area,Ready To Move,Anjana Nagar,Not in society,1530.0,2,1,185.0,0
Built-up  Area,Ready To Move,EPIP Zone,Not in society,1709.0,3,1,80.0,0
Plot  Area,Ready To Move,Amruthahalli,Not in society,600.0,4,0,60.0,0
Plot  Area,Ready To Move,Brookefield,Not in society,2700.0,8,2,290.0,0
Plot  Area,Ready To Move,Subramanya Nagar,Not in society,840.0,1,1,150.0,0
Super built-up  Area,Ready To Move,Gottigere,Not in society,1400.0,2,1,50.0,0
Super built-up  Area,Ready To Move,KR Puram,In society,1200.0,2,1,42.0,0
Super built-up  Area,Ready To Move,Janatha Colony,In society,1439.0,3,1,57.23,0
Super built-up  Area,Ready To Move,Kasavanhalli,Not in society,1375.0,2,2,72.0,0
Plot  Area,Ready To Move,BTM 2nd Stage,Not in society,2990.0,5,3,416.0,0
Super built-up  Area,Ready To Move,Vijayanagar,Not in society,1200.0,2,1,75.0,0
Built-up  Area,Ready To Move,Yelahanka,In society,1315.0,2,3,75.0,0
Plot  Area,Not Ready To Move,Dommasandra,Not in society,1500.0,2,0,40.0,3
Built-up  Area,Ready To Move,Yelahanka,Not in society,3600.0,6,1,200.0,0
Super built-up  Area,Ready To Move,Vijayanagar,In society,1178.0,2,3,82.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1430.0,3,2,59.0,0
Super built-up  Area,Ready To Move,Mahadevpura,In society,1400.0,2,2,65.8,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1093.0,2,2,72.0,0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,In society,1200.0,2,1,45.0,0
Plot  Area,Ready To Move,Magadi Road,Not in society,5000.0,6,1,360.0,0
Built-up  Area,Not Ready To Move,1st Block Jayanagar,In society,1200.0,2,0,130.0,12
Built-up  Area,Not Ready To Move,Whitefield,Not in society,2210.0,3,2,156.0,4
Super built-up  Area,Ready To Move,Uttarahalli,In society,1150.0,2,2,70.0,0
Super built-up  Area,Ready To Move,Silk Board,Not in society,1435.0,2,1,60.0,0
Plot  Area,Ready To Move,Mathikere,Not in society,600.0,3,2,100.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1173.0,2,1,78.2,12
Super built-up  Area,Ready To Move,Thanisandra,In society,1140.0,2,1,39.0,0
Super built-up  Area,Ready To Move,Jakkur Plantation,In society,1717.0,3,3,120.0,0
Super built-up  Area,Ready To Move,Mallasandra,In society,1325.0,2,2,65.0,0
Built-up  Area,Ready To Move,Hoodi,In society,1370.0,3,2,67.0,0
Super built-up  Area,Not Ready To Move,Electronics City Phase 1,In society,1025.0,2,1,90.0,8
Super built-up  Area,Ready To Move,Doddakammanahalli,Not in society,1409.0,2,3,62.0,0
Super built-up  Area,Ready To Move,Bellandur,In society,1200.0,2,1,52.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1200.0,2,1,53.5,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1740.0,4,3,130.0,2
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1232.0,2,1,88.0,3
Plot  Area,Not Ready To Move,Chandapura,Not in society,1200.0,2,1,36.0,11
Super built-up  Area,Ready To Move,Whitefield,In society,5924.0,4,3,625.0,0
Super built-up  Area,Ready To Move,Veersandra,In society,1250.0,2,1,50.0,0
Built-up  Area,Ready To Move,Munivenkatppa Layout,In society,1475.0,2,2,171.0,0
Super built-up  Area,Ready To Move,Bommanahalli,In society,2100.0,4,2,85.0,0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,Not in society,552.0,1,1,23.5,0
Super built-up  Area,Ready To Move,Uttarahalli,Not in society,1065.0,2,2,42.59,0
Plot  Area,Not Ready To Move,Hennur,Not in society,1000.0,3,1,130.0,8
Plot  Area,Ready To Move,Lakshmipura,Not in society,1225.0,2,0,65.0,0
Built-up  Area,Ready To Move,Harsha Layout,Not in society,650.0,1,0,16.0,0
Super built-up  Area,Ready To Move,Padmanabhanagar,In society,1067.0,2,2,52.0,0
Super built-up  Area,Ready To Move,Sarjapur,In society,1364.0,2,2,56.0,0
Super built-up  Area,Ready To Move,Tata Nagar,Not in society,1750.0,3,3,75.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1240.0,2,1,71.0,0
Plot  Area,Ready To Move,Hulimavu,Not in society,1200.0,2,0,75.0,0
Super built-up  Area,Ready To Move,Kaggadasapura,Not in society,1540.0,3,2,75.0,0
Super built-up  Area,Ready To Move,Sathya Layout,In society,1504.0,2,2,102.0,0
Super built-up  Area,Ready To Move,New Thippasandra,Not in society,1116.0,2,1,49.8,0
Super built-up  Area,Ready To Move,Hennur Road,In society,2365.0,4,2,175.0,0
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,Not in society,1308.0,2,2,37.0,0
Built-up  Area,Ready To Move,Vijayanagar,Not in society,864.0,2,0,45.0,0
Plot  Area,Ready To Move,Vidyaranyapura,Not in society,1200.0,5,1,139.0,0
